,pressure,temperature,e-,H2,H,H+,H-,H2-,H2+,H3+,He,H2O,CH4,CO,NH3,N2,PH3,H2S,TiO,VO,Fe,FeH,CrH,Na,K,Rb,Cs,CO2,HCN,C2H2,C2H4,C2H6,SiO,MgH,OCS,Li,LiOH,LiH,LiCl,LiF
0,1e-06,183.07909158913395,4.5000000000000027e-38,0.83616,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,0.16239,0.0011318999999999997,0.00015212999999999997,4.5000000000000027e-38,0.00013716000000000002,9.376958812957123e-12,4.5000000000000027e-38,2.538699999999998e-05,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,9.041358044217051e-36,4.000000000000001e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38
1,1.2271252398511892e-06,184.8280594993285,4.5000000000000027e-38,0.83616,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,0.16239,0.0011318999999999997,0.00015212999999999997,4.5000000000000027e-38,0.00013716000000000002,1.0683107276746324e-11,4.5000000000000027e-38,2.538699999999998e-05,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,1.6188115671365863e-35,4.000000000000001e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38
2,1.5058363542798415e-06,183.88705502953363,4.5000000000000027e-38,0.83616,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,0.16239,0.0011318999999999997,0.0001521300000000001,4.5000000000000027e-38,0.00013716000000000002,5.313143863628516e-12,4.5000000000000027e-38,2.5387000000000033e-05,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,6.319494013122339e-36,4.000000000000001e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38
3,1.8478497974222906e-06,183.027531615968,4.5000000000000027e-38,0.83616,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,0.16239,0.0011318999999999997,0.00015212999999999997,4.5000000000000027e-38,0.00013716000000000002,2.7024031182918133e-12,4.5000000000000027e-38,2.538699999999998e-05,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,2.5708334152600496e-36,4.000000000000001e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38
4,2.2675431258707998e-06,182.72472229505047,4.5000000000000027e-38,0.83616,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,0.16239,0.0011318999999999997,0.0001521300000000001,4.5000000000000027e-38,0.00013716000000000018,1.6327068728965502e-12,4.5000000000000027e-38,2.538699999999998e-05,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,1.4349553595069457e-36,4.000000000000001e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38
5,2.782559402207126e-06,182.05895401331847,4.5000000000000027e-38,0.83616,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,0.16239,0.0011318999999999997,0.00015212999999999997,4.5000000000000027e-38,0.00013716000000000018,8.797614335757461e-13,4.5000000000000027e-38,2.538699999999998e-05,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,6.49044834391283e-37,4.000000000000001e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38
6,3.414548873833601e-06,181.33643007994613,4.5000000000000027e-38,0.83616,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,0.16239000000000006,0.0011318999999999997,0.0001521300000000001,4.5000000000000027e-38,0.00013716000000000002,4.648682415499081e-13,4.5000000000000027e-38,2.538699999999998e-05,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,3.1338825316163753e-37,4.000000000000001e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38
7,4.190079105786665e-06,180.10710664702913,4.5000000000000027e-38,0.83616,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,0.16238999999999992,0.0011318999999999997,0.00015212999999999997,4.5000000000000027e-38,0.00013716000000000002,2.0837360559729814e-13,4.5000000000000027e-38,2.538699999999998e-05,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,1.233531922373204e-37,4.000000000000001e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38,4.5000000000000027e-38
8,5.141751827683928e-06,176.65391411231974,4.5002881417511306e-38,0.8362133062683227,4.5002881417511306e-38,4.5002881417511306e-38,4.5002881417511306e-38,4.5002881417511306e-38,4.5002881417511306e-38,4.5002881417511306e-38,0.16240008501903036,0.0010538754635204168,0.000152140084893606,4.5002881417511306e-38,0.00013716864427841665,4.479443143762327e-14,4.5002881417511306e-38,2.5388584787191803e-05,4.5002881417511306e-38,4.5002881417511306e-38,4.5002881417511306e-38,4.5002881417511306e-38,4.5002881417511306e-38,4.5002881417511306e-38,4.5002881417511306e-38,4.5002881417511306e-38,4.5002881417511306e-38,7.358592584533965e-38,4.0002593269596575e-38,4.5002881417511306e-38,4.5002881417511306e-38,4.5002881417511306e-38,4.5002881417511306e-38,4.5002881417511306e-38,4.5002881417511306e-38,4.5002881417511306e-38,4.5002881417511306e-38,4.5002881417511306e-38,4.5002881417511306e-38,4.5002881417511306e-38
9,6.30957344480193e-06,170.97390007686406,4.501108267725325e-38,0.8363650296180676,4.501108267725325e-38,4.501108267725325e-38,4.501108267725325e-38,4.501108267725325e-38,4.501108267725325e-38,4.501108267725325e-38,0.16242878948606745,0.0008600282717007577,0.00015216878923478535,4.501108267725325e-38,0.00013719324808361504,4.215465250542735e-15,4.501108267725325e-38,2.539309548763663e-05,4.501108267725325e-38,4.501108267725325e-38,4.501108267725325e-38,4.501108267725325e-38,4.501108267725325e-38,4.501108267725325e-38,4.501108267725325e-38,4.501108267725325e-38,4.501108267725325e-38,4.738902140289672e-38,4.000997439718033e-38,4.501108267725325e-38,4.501108267725325e-38,4.501108267725325e-38,4.501108267725325e-38,4.501108267725325e-38,4.501108267725325e-38,4.501108267725325e-38,4.501108267725325e-38,4.501108267725325e-38,4.501108267725325e-38,4.501108267725325e-38
10,7.742636826811277e-06,167.2127651246694,4.502389512208189e-38,0.8366030463303482,4.502389512208189e-38,4.502389512208189e-38,4.502389512208189e-38,4.502389512208189e-38,4.502389512208189e-38,4.502389512208189e-38,0.16247461955994055,0.00043540802315607106,0.00015221195328493105,4.502389512208189e-38,0.00013723294496635933,7.172391938585658e-16,4.502389512208189e-38,2.540049490198246e-05,4.502389512208189e-38,4.502389512208189e-38,4.502389512208189e-38,4.502389512208189e-38,4.502389512208189e-38,4.502389512208189e-38,4.502389512208189e-38,4.502389512208189e-38,4.502389512208189e-38,4.502389512208189e-38,4.0021463597854206e-38,4.502389512208189e-38,4.502389512208189e-38,4.502389512208189e-38,4.502389512208189e-38,4.502389512208189e-38,4.502389512208189e-38,4.502389512208189e-38,4.502389512208189e-38,4.502389512208189e-38,4.502389512208189e-38,4.502389512208189e-38
11,9.50118507318144e-06,165.97132490634579,4.503022025583053e-38,0.8367199833792293,4.503022025583053e-38,4.503022025583053e-38,4.503022025583053e-38,4.503022025583053e-38,4.503022025583053e-38,4.503022025583053e-38,0.1624966795997938,0.0002951524077370647,0.0001522327968433825,4.503022025583053e-38,0.00013725289118120772,2.9996353680120606e-16,4.503022025583053e-38,2.540391020940929e-05,4.503022025583053e-38,4.503022025583053e-38,4.503022025583053e-38,4.503022025583053e-38,4.503022025583053e-38,4.503022025583053e-38,4.503022025583053e-38,4.503022025583053e-38,4.503022025583053e-38,4.503022025583053e-38,4.0027123860911725e-38,4.503022025583053e-38,4.503022025583053e-38,4.503022025583053e-38,4.503022025583053e-38,4.503022025583053e-38,4.503022025583053e-38,4.503022025583053e-38,4.503022025583053e-38,4.503022025583053e-38,4.503022025583053e-38,4.503022025583053e-38
12,1.165914401179831e-05,164.76270750750172,4.5035822502105155e-38,0.8368240494630915,4.5035822502105155e-38,4.5035822502105155e-38,4.5035822502105155e-38,4.5035822502105155e-38,4.5035822502105155e-38,4.5035822502105155e-38,0.16251705525902527,0.00018650954738762355,0.0001522512837290588,4.5035822502105155e-38,0.00013726988605953906,1.2614525195030738e-16,4.5035822502105155e-38,2.5407031265734226e-05,4.5035822502105155e-38,4.5035822502105155e-38,4.5035822502105155e-38,4.5035822502105155e-38,4.5035822502105155e-38,4.5035822502105155e-38,4.5035822502105155e-38,4.5035822502105155e-38,4.5035822502105155e-38,4.5035822502105155e-38,4.0032090956947105e-38,4.5035822502105155e-38,4.5035822502105155e-38,4.5035822502105155e-38,4.5035822502105155e-38,4.5035822502105155e-38,4.5035822502105155e-38,4.5035822502105155e-38,4.5035822502105155e-38,4.5035822502105155e-38,4.5035822502105155e-38,4.5035822502105155e-38
13,1.4307229891937588e-05,163.8102870494372,4.504002792244819e-38,0.8369025101906019,4.504002792244819e-38,4.504002792244819e-38,4.504002792244819e-38,4.504002792244819e-38,4.504002792244819e-38,4.504002792244819e-38,0.162532735980174,0.00012224683336793673,0.00015226540183222866,4.504002792244819e-38,0.00013728214141554547,5.816599265400798e-17,4.504002792244819e-38,2.54094163624761e-05,4.504002792244819e-38,4.504002792244819e-38,4.504002792244819e-38,4.504002792244819e-38,4.504002792244819e-38,4.504002792244819e-38,4.504002792244819e-38,4.504002792244819e-38,4.504002792244819e-38,4.504002792244819e-38,4.003582760577966e-38,4.504002792244819e-38,4.504002792244819e-38,4.504002792244819e-38,4.504002792244819e-38,4.504002792244819e-38,4.504002792244819e-38,4.504002792244819e-38,4.504002792244819e-38,4.504002792244819e-38,4.504002792244819e-38,4.504002792244819e-38
14,1.7556762912750012e-05,162.98606104769775,4.5043334515108056e-38,0.8369643630360959,4.5043334515108056e-38,4.5043334515108056e-38,4.5043334515108056e-38,4.5043334515108056e-38,4.5043334515108056e-38,4.5043334515108056e-38,0.16254514321878216,8.233932506426686e-05,0.00015227666260917157,4.5043334515108056e-38,0.00013729153930840354,2.807329275486727e-17,4.5043334515108056e-38,2.541128361267284e-05,4.5043334515108056e-38,4.5043334515108056e-38,4.5043334515108056e-38,4.5043334515108056e-38,4.5043334515108056e-38,4.5043334515108056e-38,4.5043334515108056e-38,4.5043334515108056e-38,4.5043334515108056e-38,4.5043334515108056e-38,4.0038790280310716e-38,4.5043334515108056e-38,4.5043334515108056e-38,4.5043334515108056e-38,4.5043334515108056e-38,4.5043334515108056e-38,4.5043334515108056e-38,4.5043334515108056e-38,4.5043334515108056e-38,4.5043334515108056e-38,4.5043334515108056e-38,4.5043334515108056e-38
15,2.1544346900318867e-05,162.22803907803777,4.5045958406930854e-38,0.8370136146218996,4.5045958406930854e-38,4.5045958406930854e-38,4.5045958406930854e-38,4.5045958406930854e-38,4.5045958406930854e-38,4.5045958406930854e-38,0.16255505419711475,5.6218063094894357e-05,0.00015228575807150436,4.5045958406930854e-38,0.00013729877177837276,1.386126651113956e-17,4.5045958406930854e-38,2.5412756874563894e-05,4.5045958406930854e-38,4.5045958406930854e-38,4.5045958406930854e-38,4.5045958406930854e-38,4.5045958406930854e-38,4.5045958406930854e-38,4.5045958406930854e-38,4.5045958406930854e-38,4.5045958406930854e-38,4.5045958406930854e-38,4.004116953825169e-38,4.5045958406930854e-38,4.5045958406930854e-38,4.5045958406930854e-38,4.5045958406930854e-38,4.5045958406930854e-38,4.5045958406930854e-38,4.5045958406930854e-38,4.5045958406930854e-38,4.5045958406930854e-38,4.5045958406930854e-38,4.5045958406930854e-38
16,2.643761185749101e-05,161.55162358391473,4.5047943154416713e-38,0.8370510597656524,4.5047943154416713e-38,4.5047943154416713e-38,4.5047943154416713e-38,4.5047943154416713e-38,4.5047943154416713e-38,4.5047943154416713e-38,0.162562635011481,3.906645222664007e-05,0.0001522928229382718,4.5047943154416713e-38,0.00013730397357969475,7.049303223150107e-18,4.5047943154416713e-38,2.541386174139204e-05,4.5047943154416713e-38,4.5047943154416713e-38,4.5047943154416713e-38,4.5047943154416713e-38,4.5047943154416713e-38,4.5047943154416713e-38,4.5047943154416713e-38,4.5047943154416713e-38,4.5047943154416713e-38,4.5047943154416713e-38,4.004299951863921e-38,4.5047943154416713e-38,4.5047943154416713e-38,4.5047943154416713e-38,4.5047943154416713e-38,4.5047943154416713e-38,4.5047943154416713e-38,4.5047943154416713e-38,4.5047943154416713e-38,4.5047943154416713e-38,4.5047943154416713e-38,4.5047943154416713e-38
17,3.24422607917163e-05,160.8015417066297,4.504933533534323e-38,0.8370769041179698,4.504933533534323e-38,4.504933533534323e-38,4.504933533534323e-38,4.504933533534323e-38,4.504933533534323e-38,4.504933533534323e-38,0.16256756778831466,2.6638514021640568e-05,0.0001522975677746348,4.504933533534323e-38,0.00013730762283701344,3.473123642930318e-18,4.504933533534323e-38,2.541465779631427e-05,4.504933533534323e-38,4.504933533534323e-38,4.504933533534323e-38,4.504933533534323e-38,4.504933533534323e-38,4.504933533534323e-38,4.504933533534323e-38,4.504933533534323e-38,4.504933533534323e-38,4.504933533534323e-38,4.0044275831974263e-38,4.504933533534323e-38,4.504933533534323e-38,4.504933533534323e-38,4.504933533534323e-38,4.504933533534323e-38,4.504933533534323e-38,4.504933533534323e-38,4.504933533534323e-38,4.504933533534323e-38,4.504933533534323e-38,4.504933533534323e-38
