lambda (um),flam at wd surface (erg/cm^2/s/A)
0.310548,444036.68702473707
0.310598,444709.9923982078
0.310648,445385.5079593234
0.310698,446057.8998984325
0.310748,446732.5009814742
0.310798,447411.9730422014
0.310848,448088.32163501024
0.310898,448766.8743819377
0.310948,449442.30605020974
0.310998,450122.6014800848
0.311048,450802.4362968201
0.311098,451481.8108391242
0.311148,452166.0416060329
0.311198,452844.494906277
0.311248,453525.1453198534
0.311298,454210.64614385983
0.311348,454893.0286002991
0.311398,455577.6032152062
0.311448,456261.71480962326
0.311498,456948.0158340292
0.311548,457631.20155616844
0.311598,458319.226094389
0.311648,459004.136011465
0.311698,459693.88032286934
0.311748,460385.8064125445
0.311798,461074.6180563094
0.311848,461762.96430392435
0.311898,462450.84549678594
0.311948,463140.906440335
0.311998,463833.1449328136
0.312048,464527.55877461337
0.312098,465221.5038452809
0.312148,465912.339411712
0.312198,466610.6292780778
0.312248,467303.16925021104
0.312298,467997.88036442874
0.312348,468694.7604291095
0.312398,469391.17040348815
0.312448,470089.7466392307
0.312498,470787.851785953
0.312548,471485.48618852627
0.312598,472182.6501915261
0.312648,472884.60941123636
0.312698,473586.0955522626
0.312748,474287.1089607136
0.312798,474990.2800940874
0.312848,475692.97750494734
0.312898,476395.20153972023
0.312948,477099.58013553167
0.312998,477803.4843683676
0.313048,478509.54049751954
0.313098,479215.1212796398
0.313148,479922.85129779077
0.313198,480627.4815897836
0.313248,481334.2601367826
0.313298,482045.80649766384
0.313348,482751.6324527025
0.313398,483462.22357119253
0.313448,484172.33675537095
0.313498,484884.5907335136
0.313548,485598.9833491447
0.313598,486310.2790283288
0.313648,487021.0964996406
0.313698,487734.0511536946
0.313748,488449.1408388046
0.313798,489163.7500300675
0.313848,489880.49162053
0.313898,490594.14004265517
0.313948,491309.91990014643
0.313998,492030.4390953838
0.314048,492747.86534400354
0.314098,493467.41826142324
0.314148,494183.8805972679
0.314198,494902.4686438112
0.314248,495625.78615906846
0.314298,496346.013319081
0.314348,497068.36143972905
0.314398,497792.8283880483
0.314448,498516.8094509604
0.314498,499240.3049820468
0.314548,499963.3153345855
0.314598,500688.44096251193
0.314648,501410.4811902986
0.314698,502139.8326442928
0.314748,502866.0977539569
0.314798,503594.47294626734
0.314848,504322.36012745363
0.314898,505049.759652221
0.314948,505781.86052539706
0.314998,506510.87765483814
0.315048,507241.99922319216
0.315098,507970.0394053094
0.315148,508702.77412408224
0.315198,509435.0183788552
0.315248,510169.3619156157
0.315298,510903.2140579185
0.315348,511639.1629103341
0.315398,512372.03251303546
0.315448,513106.9978982545
0.315498,513844.0569628768
0.315548,514580.6231372097
0.315598,515316.69677874545
0.315648,516057.4439072882
0.315698,516797.69594482915
0.315748,517534.8720547206
0.315798,518279.296560513
0.315848,519015.4850990259
0.315898,519758.91784831265
0.315948,520501.85403358645
0.315998,521244.29401455785
0.316048,521986.2381506303
0.316098,522730.26228356117
0.316148,523476.36432840204
0.316198,524219.39449444925
0.316248,524964.5016637794
0.316298,525714.2559818163
0.316348,526458.3672757559
0.316398,527207.1231872676
0.316448,527955.3796246281
0.316498,528705.7059259393
0.316548,529452.9636870322
0.316598,530202.2904114906
0.316648,530956.2505709791
0.316698,531704.576732065
0.316748,532457.5338104458
0.316798,533209.9890820386
0.316848,533964.506213844
0.316898,534721.0831417093
0.316948,535474.5944291125
0.316998,536230.164622414
0.317048,536985.2315896557
0.317098,537739.7956941779
0.317148,538498.974213599
0.317198,539255.0897192127
0.317248,540015.8155280526
0.317298,540773.4790521845
0.317348,541530.6383064719
0.317398,542292.402511731
0.317448,543053.6599559414
0.317498,543814.4110045462
0.317548,544574.6560226779
0.317598,545339.4977998559
0.317648,546101.2806542702
0.317698,546867.6561801634
0.317748,547630.9735159448
0.317798,548396.3314389754
0.317848,549163.7279100706
0.317898,549928.0680930718
0.317948,550696.9915535802
0.317998,551462.8594600853
0.318048,552230.7625767655
0.318098,553000.6988708206
0.318148,553770.1239122736
0.318198,554539.0380690352
0.318248,555309.9825103384
0.318298,556082.9552089227
0.318348,556855.4149338311
0.318398,557624.8236457768
0.318448,558398.7969380035
0.318498,559172.2567686544
0.318548,559947.7395250137
0.318598,560722.7079658553
0.318648,561499.6968874778
0.318698,562273.63701064
0.318748,563049.5967632659
0.318798,563827.5741307352
0.318848,564605.0358521617
0.318898,565387.0432068709
0.318948,566163.4731601728
0.318998,566944.4463146612
0.319048,567724.9021329108
0.319098,568507.3682697066
0.319148,569289.3162288812
0.319198,570070.746382212
0.319248,570851.6591011644
0.319298,571637.1029937695
0.319348,572422.0270326452
0.319398,573206.4315905452
0.319448,573992.8387884556
0.319498,574778.7256715111
0.319548,575566.6127831069
0.319598,576351.4593664298
0.319648,577140.8239408528
0.319698,577927.1487335026
0.319748,578715.4705179073
0.319798,579508.3035372787
0.319848,580298.0971097004
0.319898,581087.3686279848
0.319948,581876.1184658689
0.319998,582669.3731716373
0.320048,583462.1038028942
0.320098,584259.3337695972
0.320148,585048.5050746226
0.320198,585844.6848450336
0.320248,586642.8480699642
0.320298,587435.4676294486
0.320348,588232.5789940527
0.320398,589029.1642095831
0.320448,589827.7296863482
0.320498,590623.2629498536
0.320548,591423.28013372
0.320598,592225.2732366078
0.320648,593021.7315663464
0.320698,593822.6686974267
0.320748,594623.0776278733
0.320798,595425.4593037427
0.320848,596229.811763989
0.320898,597031.135028156
0.320948,597834.4282745096
0.320998,598639.6895454242
0.321048,599444.420209129
0.321098,600248.6206441754
0.321148,601057.2814716157
0.321198,601862.9153748715
0.321248,602670.5121994175
0.321298,603475.084411079
0.321348,604284.1107656758
0.321398,605092.6045066039
0.321448,605900.566013456
0.321498,606712.9750489454
0.321548,607524.8495117004
0.321598,608333.7016388943
0.321648,609146.9962419192
0.321698,609957.2692700422
0.321748,610771.9808951775
0.321798,611586.1567587547
0.321848,612399.7972421515
0.321898,613215.3862344611
0.321948,614030.439065709
0.321998,614847.4380831077
0.322048,615663.900160882
0.322098,616479.825680972
0.322148,617295.2150249982
0.322198,618115.026345015
0.322248,618934.2991745016
0.322298,619755.5112436292
0.322348,620573.7074717026
0.322398,621393.8421678565
0.322448,622213.4383676595
0.322498,623037.4450049457
0.322548,623860.9108426039
0.322598,624681.3635228615
0.322648,625508.693630707
0.322698,626328.0673973073
0.322748,627154.3147622677
0.322798,627980.0201838985
0.322848,628805.1840468443
0.322898,629632.2748846661
0.322948,630461.2907887779
0.322998,631287.2966100051
0.323048,632115.2267397239
0.323098,632942.6141780654
0.323148,633774.3879734797
0.323198,634603.1532278231
0.323248,635431.3754209453
0.323298,636266.4410745581
0.323348,637096.0372998993
0.323398,637927.5506201602
0.323448,638763.4389009688
0.323498,639593.8619572835
0.323548,640428.6577055855
0.323598,641262.9070080247
0.323648,642101.5236984316
0.323698,642934.6797518383
0.323748,643769.7457259344
0.323798,644609.1741799206
0.323848,645443.1461935719
0.323898,646281.4784302346
0.323948,647119.262382452
0.323998,647961.4012751598
0.324048,648800.5389709234
0.324098,649641.577939343
0.324148,650479.6180005778
0.324198,651322.0069941053
0.324248,652163.845497277
0.324298,653005.1338991516
0.324348,653850.7648500786
0.324398,654695.8434608788
0.324448,655537.925498567
0.324498,656384.3452225039
0.324548,657227.7691527217
0.324598,658075.5270302403
0.324648,658920.2898942288
0.324698,659769.3829715375
0.324748,660617.9219248982
0.324798,661463.4677879673
0.324848,662313.3390236362
0.324898,663165.0936621478
0.324948,664013.8556324326
0.324998,664862.0639318065
0.325048,665712.1545572656
0.325098,666564.1256515526
0.325148,667417.9753591603
0.325198,668268.8351060034
0.325248,669121.5727527885
0.325298,669978.6183114938
0.325348,670830.243221683
0.325398,671686.1738384807
0.325448,672539.11720319
0.325498,673398.7914546512
0.325548,674255.4777470899
0.325598,675111.6060967377
0.325648,675967.1768963777
0.325698,676827.0423278352
0.325748,677686.3480152477
0.325798,678545.0943524835
0.325848,679405.7053948217
0.325898,680265.7563864838
0.325948,681127.669896208
0.325998,681989.0226568774
0.326048,682849.8150627877
0.326098,683714.8874019197
0.326148,684576.9780011362
0.326198,685440.9264075531
0.326248,686306.73079147
0.326298,687169.5553621728
0.326348,688036.6514591717
0.326398,688903.1840340428
0.326448,689769.1534825654
0.326498,690632.1461790171
0.326548,691501.8178640292
0.326598,692368.512109182
0.326648,693239.4669403447
0.326698,694109.8561907648
0.326748,694979.6802573182
0.326798,695848.9395365538
0.326848,696720.0432786052
0.326898,697592.9896688901
0.326948,698462.9621333354
0.326998,699337.1832110025
0.327048,700208.431157045
0.327098,701083.9240949957
0.327148,701956.4446962549
0.327198,702833.2066728732
0.327248,703706.9971084471
0.327298,704582.6230729589
0.327348,705460.0827620408
0.327398,706336.9736056336
0.327448,707213.2960021078
0.327498,708093.8489524625
0.327548,708971.432752632
0.327598,709850.8456721917
0.327648,710732.0859138755
0.327698,711612.7553084018
0.327748,712492.854255192
0.327798,713372.3831533389
0.327848,714256.1307643661
0.327898,715136.9127522605
0.327948,716019.517149456
0.327998,716903.9421664267
0.328048,717787.794752357
0.328098,718671.0753073776
0.328148,719558.5638428015
0.328198,720445.4782341754
0.328248,721329.4305327628
0.328298,722215.198566576
0.328348,723102.7805537828
0.328398,723989.7885456576
0.328448,724880.9938272582
0.328498,725766.853578395
0.328548,726656.9085168033
0.328598,727548.7714248573
0.328648,728437.675449385
0.328698,729328.3867966549
0.328748,730223.2847845586
0.328798,731112.8440046819
0.328848,732006.5877729403
0.328898,732899.754311328
0.328948,733794.7222182411
0.328998,734686.7347812488
0.329048,735580.5480718402
0.329098,736478.5363535553
0.329148,737375.945084356
0.329198,738272.7746680576
0.329248,739169.0255081436
0.329298,740062.324864598
0.329348,740962.164992428
0.329398,741863.7964065826
0.329448,742760.1044037178
0.329498,743660.5747582426
0.329548,744560.4644696276
0.329598,745462.1427670694
0.329648,746360.871685688
0.329698,747266.1233378454
0.329748,748168.4249839765
0.329798,749070.145135379
0.329848,749973.6494321367
0.329898,750876.5716088985
0.329948,751783.6396747427
0.329998,752685.3973929383
0.330048,753593.6613150021
0.330098,754496.6171323864
0.330148,755403.7132995159
0.330198,756310.2254824614
0.330248,757220.8731059578
0.330298,758126.2171086931
0.330348,759038.0525877031
0.330398,759944.5866868991
0.330448,760855.2507105558
0.330498,761765.328903165
0.330548,762677.1768999137
0.330598,763588.4384538227
0.330648,764501.4677759882
0.330698,765411.5569529856
0.330748,766323.4132883367
0.330798,767237.0350547789
0.330848,768150.0695674164
0.330898,769067.2177310876
0.330948,769981.4270759379
0.330998,770897.397797649
0.331048,771812.7800555635
0.331098,772729.9216678321
0.331148,773646.4742139817
0.331198,774562.4381021338
0.331248,775482.5043097596
0.331298,776399.6352662314
0.331348,777318.521242106
0.331398,778239.1605234982
0.331448,779161.5513981128
0.331498,780081.0086576999
0.331548,780999.8758731785
0.331598,781922.8341260605
0.331648,782842.8606977733
0.331698,783769.3138164832
0.331748,784692.8346629374
0.331798,785615.7632779942
0.331848,786538.1000712126
0.331898,787464.5176671598
0.331948,788390.3414445756
0.331998,789315.5718139317
0.332048,790242.5431828768
0.332098,791166.5872634444
0.332148,792097.0369426669
0.332198,793022.2268595883
0.332248,793951.4863903092
0.332298,794880.1507615068
0.332348,795810.5501699388
0.332398,796742.6829237192
0.332448,797671.8905637705
0.332498,798600.5032868
0.332548,799533.1754719384
0.332598,800465.250762605
0.332648,801396.7295706406
0.332698,802329.9371939996
0.332748,803264.8719479362
0.332798,804196.8851702984
0.332848,805132.9477419278
0.332898,806068.4117002179
0.332948,807003.2774578441
0.332998,807937.5454271459
0.333048,808875.85602527
0.333098,809811.2475668595
0.333148,810750.6783835265
0.333198,811689.5088839589
0.333248,812627.7394816517
0.333298,813565.3705897646
0.333348,814507.0342783802
0.333398,815445.7813904223
0.333448,816386.2433023073
0.333498,817328.4183449867
0.333548,818269.9917986972
0.333598,819210.9640774068
0.333648,820155.95892663
0.333698,821098.0396837761
0.333748,822041.8294025587
0.333798,822982.7072427332
0.333848,823927.6023848774
0.333898,824874.2028876136
0.333948,825820.1995774984
0.333998,826767.8996932005
0.334048,827712.6893116151
0.334098,828659.1818044864
0.334148,829607.3755161527
0.334198,830554.9647290367
0.334248,831504.2532325153
0.334298,832452.9366893688
0.334348,833403.3175116096
0.334398,834353.0927411367
0.334448,835304.5634138297
0.334498,836255.4279494688
0.334548,837205.6867640384
0.334598,838159.9373889518
0.334648,839108.9846343824
0.334698,840066.6161436067
0.334748,841016.7486082846
0.334798,841973.1634943738
0.334848,842926.6745388914
0.334898,843879.5786566312
0.334948,844836.4637770455
0.334998,845792.7400638699
0.335048,846750.700322032
0.335098,847705.7595090319
0.335148,848662.502133378
0.335198,849623.2168974841
0.335248,850581.0311593862
0.335298,851538.2363563891
0.335348,852497.1211935704
0.335398,853459.9716468346
0.335448,854419.9232703835
0.335498,855379.2647701205
0.335548,856342.5676856034
0.335598,857302.973708083
0.335648,858267.3378963026
0.335698,859228.8060286113
0.335748,860194.2290807867
0.335798,861156.7569146245
0.335848,862118.6734673476
0.335898,863084.5407578043
0.335948,864049.7948872492
0.335998,865014.4362747784
0.336048,865983.022868684
0.336098,866948.7167592241
0.336148,867916.0752175774
0.336198,868885.0966303515
0.336248,869853.503330874
0.336298,870821.2957389465
0.336348,871790.7489756001
0.336398,872761.8614315359
0.336448,873732.3581493434
0.336498,874699.9668752484
0.336548,875671.5060513035
0.336598,876642.4293988415
0.336648,877617.2786364721
0.336698,878586.9702384453
0.336748,879562.8551745253
0.336798,880535.8532917782
0.336848,881510.5029393851
0.336898,882484.5352376755
0.336948,883457.9506074924
0.336998,884435.2813396713
0.337048,885409.7280321749
0.337098,886385.822304423
0.337148,887363.5625618901
0.337198,888338.4207154998
0.337248,889319.4495077379
0.337298,890295.3337911089
0.337348,891272.861718231
0.337398,892252.0316991645
0.337448,893232.8421454208
0.337498,894215.291469964
0.337548,895194.8609732831
0.337598,896173.8109729888
0.337648,897156.6563292651
0.337698,898138.8803511433
0.337748,899122.7393441448
0.337798,900103.7212969554
0.337848,901086.3377301556
0.337898,902072.8409442997
0.337948,903054.214505833
0.337998,904039.4730259401
0.338048,905026.3610476326
0.338098,906010.3745663778
0.338148,906996.0171008117
0.338198,907983.2870769678
0.338248,908972.1829223137
0.338298,909960.454512042
0.338348,910945.8543808528
0.338398,911937.3738448282
0.338448,912923.7745457578
0.338498,913916.2903770907
0.338548,914903.6896210101
0.338598,915894.9549646847
0.338648,916885.5950378304
0.338698,917875.610264621
0.338748,918867.2436525181
0.338798,919860.4936393964
0.338848,920855.3586645524
0.338898,921845.1153720684
0.338948,922838.7279045724
0.338998,923836.1927208737
0.339048,924828.5518158843
0.339098,925822.5234461264
0.339148,926820.3433527111
0.339198,927815.2980908841
0.339248,928811.8620201839
0.339298,929807.7982691771
0.339348,930805.3419233393
0.339398,931804.491432271
0.339448,932800.7785590297
0.339498,933798.6710751385
0.339548,934798.1674326765
0.339598,935797.034713645
0.339648,936799.7347728134
0.339698,937799.5739219092
0.339748,938801.0133598495
0.339798,939801.8227984351
0.339848,940804.2307534885
0.339898,941806.0082499699
0.339948,942807.1557141002
0.339998,943812.1258202692
0.340048,944814.2386574576
0.340098,945817.9462462222
0.340148,946823.2470502259
0.340198,947827.9160269476
0.340248,948834.1764573083
0.340298,949839.8046073123
0.340348,950847.0224520363
0.340398,951853.6075648558
0.340448,952861.7806161533
0.340498,953867.1008943162
0.340548,954878.4465397965
0.340598,955884.7206755915
0.340648,956894.7981845847
0.340698,957902.0246298332
0.340748,958910.8350617058
0.340798,959921.2279558583
0.340848,960933.2017893257
0.340898,961946.7550405214
0.340948,962957.4587171974
0.340998,963969.741369141
0.341048,964981.3890391667
0.341098,965994.6139446397
0.341148,967009.4145682795
0.341198,968021.3684078879
0.341248,969037.1073715207
0.341298,970052.2096060182
0.341348,971066.6755401782
0.341398,972080.5056024616
0.341448,973095.9074783811
0.341498,974115.0862679172
0.341548,975129.2146629738
0.341598,976147.1182449834
0.341648,977164.3842210863
0.341698,978185.4210777383
0.341748,979203.6152227382
0.341798,980223.3744983997
0.341848,981240.2932107142
0.341898,982260.9780738351
0.341948,983281.0240390886
0.341998,984304.8318633575
0.342048,985323.6000346674
0.342098,986343.9294737626
0.342148,987368.0169162446
0.342198,988389.2661591431
0.342248,989414.2704107262
0.342298,990436.4373230768
0.342348,991462.3562531202
0.342398,992487.6337307082
0.342448,993510.0758013558
0.342498,994534.0723063734
0.342548,995559.6217538007
0.342598,996586.7226530203
0.342648,997613.1816905283
0.342698,998638.9992969895
0.342748,999666.3664481747
0.342798,1000695.2816571542
0.342848,1001723.554170557
0.342898,1002751.1844193705
0.342948,1003778.1728342457
0.342998,1004808.8945522424
0.343048,1005838.9727462771
0.343098,1006870.5939261577
0.343148,1007901.5711703134
0.343198,1008931.9049102099
0.343248,1009963.7797452512
0.343298,1010995.0106655783
0.343348,1012027.7809986607
0.343398,1013059.9070079996
0.343448,1014093.5707502407
0.343498,1015126.5897611304
0.343548,1016161.1448275995
0.343598,1017195.0547565295
0.343648,1018230.4990662414
0.343698,1019265.2978336411
0.343748,1020301.629309548
0.343798,1021339.4920252863
0.343848,1022374.5314087638
0.343898,1023408.9257106135
0.343948,1024447.0259360567
0.343998,1025486.6540676672
0.344048,1026523.4605965373
0.344098,1027563.968023254
0.344148,1028601.6547125757
0.344198,1029643.0393755203
0.344248,1030679.432669508
0.344298,1031723.8640108979
0.344348,1032763.3048492664
0.344398,1033804.2682175369
0.344448,1034844.5836821073
0.344498,1035886.4200222467
0.344548,1036929.7757823674
0.344598,1037972.4824198189
0.344648,1039014.5403678345
0.344698,1040058.1158904753
0.344748,1041103.2075357252
0.344798,1042145.4847027548
0.344848,1043191.4415502566
0.344898,1044236.7481062791
0.344948,1045281.4048044818
0.344998,1046329.7362104233
0.345048,1047375.2546790696
0.345098,1048422.2841501117
0.345148,1049470.8231786443
0.345198,1050514.3916364408
0.345248,1051565.947326813
0.345298,1052612.5333142634
0.345348,1053662.7845271896
0.345398,1054710.226466823
0.345448,1055761.3307514417
0.345498,1056809.6266311298
0.345548,1057863.7371678243
0.345598,1058912.8843556705
0.345648,1059963.5341962427
0.345698,1061015.685253935
0.345748,1062067.1833980826
0.345798,1063120.1811369574
0.345848,1064172.5255863485
0.345898,1065224.2171808027
0.345948,1066279.5567705715
0.345998,1067332.0923012425
0.346048,1068386.1240023319
0.346098,1069441.6504452387
0.346148,1070498.6702026376
0.346198,1071552.8876411137
0.346248,1072610.7445071207
0.346298,1073665.7999246798
0.346348,1074722.3466765068
0.346398,1075780.3833392248
0.346448,1076835.6204786045
0.346498,1077896.633935495
0.346548,1078952.704733559
0.346598,1080012.4056209766
0.346648,1081071.450258976
0.346698,1082131.9799982694
0.346748,1083189.7128264308
0.346798,1084253.2097530703
0.346848,1085311.7703421419
0.346898,1086373.9525186042
0.346948,1087435.4773574541
0.346998,1088496.3452946348
0.347048,1089558.693364815
0.347098,1090620.384173162
0.347148,1091683.5535236998
0.347198,1092748.2000068603
0.347248,1093812.1880757376
0.347298,1094875.5181666354
0.347348,1095940.323625471
0.347398,1097004.4707500723
0.347448,1098070.0916588947
0.347498,1099137.1849475033
0.347548,1100203.6187568642
0.347598,1101269.393523634
0.347648,1102336.638914518
0.347698,1103405.3535284891
0.347748,1104471.2799538076
0.347798,1105538.6752511282
0.347848,1106607.5380215787
0.347898,1107675.7406961792
0.347948,1108745.4092719276
0.347998,1109816.5423528894
0.348048,1110884.8898661884
0.348098,1111954.7015374622
0.348148,1113025.9759729186
0.348198,1114096.5892708045
0.348248,1115166.5418681193
0.348298,1116240.0767826978
0.348348,1117310.8287523626
0.348398,1118383.04018667
0.348448,1119456.709696885
0.348498,1120529.7170390026
0.348548,1121602.062650351
0.348598,1122677.9822499899
0.348648,1123753.2385631306
0.348698,1124825.7156010473
0.348748,1125901.7630811105
0.348798,1126979.2625871557
0.348848,1128053.9835240766
0.348898,1129132.2701507565
0.348948,1130207.7790841602
0.348998,1131284.7381582316
0.349048,1132361.033809938
0.349098,1133438.7780561429
0.349148,1134515.858545213
0.349198,1135596.4964550273
0.349248,1136676.469065748
0.349298,1137753.6676539292
0.349348,1138832.3115853397
0.349398,1139912.3994867115
0.349448,1140993.9299859924
0.349498,1142072.6882149312
0.349548,1143154.9948580195
0.349598,1144236.635650806
0.349648,1145319.7159732503
0.349698,1146400.0257786084
0.349748,1147481.7747862868
0.349798,1148567.0647662275
0.349848,1149647.48240768
0.349898,1150731.439493412
0.349948,1151814.7301889774
0.349998,1152901.556400184
0.350008,1153117.1609877604
0.350018,1153332.7390543374
0.350028,1153552.491350624
0.350038,1153770.1163992612
0.350048,1153985.6145637885
0.350058,1154201.0862213043
0.350068,1154418.6312689413
0.350078,1154638.2493502914
0.350088,1154853.6411478329
0.350098,1155069.0064523427
0.350108,1155288.5440949968
0.350118,1155505.9554779714
0.350128,1155721.2409645566
0.350138,1155936.4999720813
0.350148,1156155.9303724465
0.350158,1156373.2350068595
0.350168,1156588.4142384832
0.350178,1156807.7641541879
0.350188,1157022.890219392
0.350198,1157242.1864962708
0.350208,1157459.357624124
0.350218,1157674.4039659586
0.350228,1157893.6198110087
0.350238,1158108.61302143
0.350248,1158327.7752628615
0.350258,1158542.7153558664
0.350268,1158761.8240077544
0.350278,1158978.808373861
0.350288,1159197.8633305277
0.350298,1159412.6971109274
0.350308,1159631.698506209
0.350318,1159846.479211173
0.350328,1160065.4270591317
0.350338,1160284.3480190032
0.350348,1160499.0490173332
0.350358,1160717.916450987
0.350368,1160934.6607079871
0.350378,1161153.4745098185
0.350388,1161372.2614411986
0.350398,1161586.829625247
0.350408,1161805.563065572
0.350418,1162024.2696460185
0.350428,1162238.7582074048
0.350438,1162457.4113178768
0.350448,1162676.0375790386
0.350458,1162894.6369944182
0.350468,1163109.0193614785
0.350478,1163327.565334989
0.350488,1163546.0844732795
0.350498,1163764.5767798764
0.350508,1163978.853008558
0.350518,1164197.2919013728
0.350528,1164415.7039730493
0.350538,1164634.0892271115
0.350548,1164852.4476670837
0.350558,1165070.7792964887
0.350568,1165284.8963029655
0.350578,1165503.174560708
0.350588,1165721.4260184285
0.350598,1165939.6506796484
0.350608,1166157.8485478878
0.350618,1166376.0196266656
0.350628,1166594.1639195026
0.350638,1166810.188357931
0.350648,1167028.279208822
0.350658,1167246.343284316
0.350668,1167464.38058793
0.350678,1167682.3911231803
0.350688,1167900.374893584
0.350698,1168118.3319026548
0.350708,1168336.26215391
0.350718,1168554.165650862
0.350728,1168772.0423970253
0.350738,1168987.800517282
0.350748,1169205.6238916873
0.350758,1169423.420525832
0.350768,1169645.3734648763
0.350778,1169863.1163905377
0.350788,1170078.741304156
0.350798,1170296.4308931422
0.350808,1170514.0937594322
0.350818,1170731.729906534
0.350828,1170953.5209489258
0.350838,1171169.0127435043
0.350848,1171386.5686349138
0.350858,1171604.0978211758
0.350868,1171825.7809633892
0.350878,1172043.2565115818
0.350888,1172260.7053651658
0.350898,1172476.0375562585
0.350908,1172697.6128547927
0.350918,1172914.981526468
0.350928,1173132.3235175598
0.350938,1173351.7283265532
0.350948,1173569.0168479097
0.350958,1173786.2786991985
0.350968,1174005.603021707
0.350978,1174222.811424318
0.350988,1174444.1709667866
0.350998,1174661.3258157359
0.351008,1174880.5426738155
0.351018,1175097.6441021832
0.351028,1175314.7188850192
0.351038,1175533.855330506
0.351048,1175750.8767137972
0.351058,1175972.0475955524
0.351068,1176186.9275265734
0.351078,1176408.0445540152
0.351088,1176624.9590613514
0.351098,1176843.934538661
0.351108,1177064.970632699
0.351118,1177279.717577561
0.351128,1177500.6998525572
0.351138,1177717.4808141824
0.351148,1177936.3221688208
0.351158,1178157.2235633777
0.351168,1178373.9243683594
0.351178,1178592.6852203005
0.351188,1178811.4192450484
0.351198,1179028.0400437976
0.351208,1179248.8068270413
0.351218,1179467.4603913228
0.351228,1179684.0010965627
0.351238,1179904.6870840422
0.351248,1180123.2602195132
0.351258,1180341.8065524134
0.351268,1180558.2405153988
0.351278,1180778.818824561
0.351288,1180997.2847708373
0.351298,1181217.809143269
0.351308,1181432.0512054032
0.351318,1181652.521892637
0.351328,1181870.8807059356
0.351338,1182091.2974846608
0.351348,1182309.602633872
0.351358,1182529.9655182126
0.351368,1182748.2170174194
0.351378,1182966.4417562222
0.351388,1183182.555591485
0.351398,1183402.8109666514
0.351408,1183620.9554452933
0.351418,1183841.1569683838
0.351428,1184059.2478392
0.351438,1184277.3119706681
0.351448,1184497.432801378
0.351458,1184715.4433461048
0.351468,1184935.5103599885
0.351478,1185153.4673320341
0.351488,1185373.4805431876
0.351498,1185591.3839566056
0.351508,1185809.2606552318
0.351518,1186031.2758533547
0.351528,1186251.1813828347
0.351538,1186468.9776026641
0.351548,1186688.8293716984
0.351558,1186906.5720750561
0.351568,1187126.370097724
0.351578,1187344.0592986469
0.351588,1187561.721812827
0.351598,1187783.520959323
0.351608,1188003.2114130734
0.351618,1188220.793532822
0.351628,1188440.4302824377
0.351638,1188662.1213102879
0.351648,1188879.623067249
0.351658,1189097.0981620005
0.351668,1189316.6274271843
0.351678,1189538.210511286
0.351688,1189755.6052853898
0.351698,1189975.0538854569
0.351708,1190196.5559600648
0.351718,1190413.8704451313
0.351728,1190633.2384117793
0.351738,1190852.5795076622
0.351748,1191071.8937362994
0.351758,1191289.1013367174
0.351768,1191510.441605912
0.351778,1191729.6752539251
0.351788,1191950.9614585543
0.351798,1192168.0619939498
0.351808,1192387.2150929957
0.351818,1192606.341349418
0.351828,1192825.4407667327
0.351838,1193046.5921672718
0.351848,1193263.559098097
0.351858,1193484.6566016742
0.351868,1193703.648579556
0.351878,1193924.6920821301
0.351888,1194141.5520742445
0.351898,1194362.541708059
0.351908,1194583.5042946716
0.351918,1194800.284090049
0.351928,1195021.1928290464
0.351938,1195239.9968938131
0.351948,1195460.8516812106
0.351958,1195681.6794390741
0.351968,1195898.3256040018
0.351978,1196119.0995494775
0.351988,1196339.8464760112
0.351998,1196556.412528339
0.352008,1196777.105663604
0.352018,1196997.7717905145
0.352028,1197218.4109126064
0.352038,1197436.946575963
0.352048,1197657.5318169803
0.352058,1197878.0900637694
0.352068,1198098.6213198618
0.352078,1198314.9736174736
0.352088,1198535.4511386144
0.352098,1198755.9016796337
0.352108,1198976.3252440623
0.352118,1199196.7218354288
0.352128,1199417.0914572636
0.352138,1199633.2835565482
0.352148,1199853.5994856283
0.352158,1200073.888455742
0.352168,1200294.1504704156
0.352178,1200514.3855331752
0.352188,1200734.5936475478
0.352198,1200954.7748170574
0.352208,1201174.9290452306
0.352218,1201395.0563355915
0.352228,1201615.1566916637
0.352238,1201835.2301169706
0.352248,1202055.2766150348
0.352258,1202275.2961893796
0.352268,1202495.2888435253
0.352278,1202715.2545809948
0.352288,1202935.1934053078
0.352298,1203155.105319984
0.352308,1203372.9170525651
0.352318,1203592.7752762195
0.352328,1203812.6066007847
0.352338,1204032.4110297791
0.352348,1204256.3341772642
0.352358,1204476.0845903647
0.352368,1204695.8081184651
0.352378,1204915.5047650808
0.352388,1205135.1745337283
0.352398,1205354.817427921
0.352408,1205576.505550685
0.352418,1205796.09458892
0.352428,1206015.656763251
0.352438,1206235.192077192
0.352448,1206456.7721634598
0.352458,1206676.253649603
0.352468,1206895.7082859005
0.352478,1207115.1360758627
0.352488,1207338.679341117
0.352498,1207558.0532139146
0.352508,1207777.4002509238
0.352518,1207998.7912622083
0.352528,1208218.0845206857
0.352538,1208441.492097112
0.352548,1208660.7314736645
0.352558,1208879.9440319964
0.352568,1209101.1999948584
0.352578,1209320.3588098318
0.352588,1209541.5608015026
0.352598,1209760.6658871763
0.352608,1209983.8836713328
0.352618,1210202.9349243687
0.352628,1210421.9593837517
0.352638,1210643.0264504184
0.352648,1210861.9972156389
