lambda (um),fnu (uJy),flamb (erg/cm^2/s/A),flamb (erg/cm^2/s/cm),fnu (Jy)
0.118616,9.31617e-07,1.9850504951419253e-23,1.985050495141925e-15,9.31617e-13
0.118618,9.32033e-07,1.9858699219300268e-23,1.9858699219300264e-15,9.32033e-13
0.11862,9.32452e-07,1.9866956841692738e-23,1.9866956841692736e-15,9.32452e-13
0.118622,9.32869e-07,1.987517128504455e-23,1.9875171285044547e-15,9.328689999999999e-13
0.118624,9.33287e-07,1.9883406467831836e-23,1.988340646783183e-15,9.33287e-13
0.118626,9.33705e-07,1.9891641083953588e-23,1.9891641083953585e-15,9.33705e-13
0.118628,9.34122e-07,1.989985383018238e-23,1.9899853830182377e-15,9.34122e-13
0.11863,9.34541e-07,1.9908108616373589e-23,1.9908108616373585e-15,9.34541e-13
0.118632,9.34961e-07,1.991638413642664e-23,1.991638413642664e-15,9.34961e-13
0.118634,9.35379e-07,1.9924616484882518e-23,1.9924616484882516e-15,9.35379e-13
0.118636,9.35797e-07,1.9932848266889288e-23,1.9932848266889286e-15,9.35797e-13
0.118638,9.36217e-07,1.9941122081849292e-23,1.994112208184929e-15,9.36217e-13
0.11864,9.36636e-07,1.9949374028612782e-23,1.994937402861278e-15,9.36636e-13
0.118642,9.37056e-07,1.9957646705864143e-23,1.995764670586414e-15,9.37056e-13
0.118644,9.37476e-07,1.9965918813967308e-23,1.9965918813967303e-15,9.374759999999999e-13
0.118646,9.37895e-07,1.997416905615847e-23,1.997416905615847e-15,9.37895e-13
0.118648,9.38315e-07,1.9982440026813595e-23,1.998244002681359e-15,9.38315e-13
0.11865,9.38735e-07,1.9990710428450856e-23,1.9990710428450854e-15,9.38735e-13
0.118652,9.39155e-07,1.9998980261113692e-23,1.999898026111369e-15,9.39155e-13
0.118654,9.39575e-07,2.000724952484556e-23,2.000724952484556e-15,9.39575e-13
0.118656,9.39997e-07,2.0015560806125388e-23,2.0015560806125383e-15,9.39997e-13
0.118658,9.40416e-07,2.0023807638190077e-23,2.0023807638190073e-15,9.40416e-13
0.11866,9.40838e-07,2.003211777823626e-23,2.003211777823626e-15,9.40838e-13
0.118662,9.41259e-07,2.0040406055589896e-23,2.0040406055589892e-15,9.41259e-13
0.118664,9.41681e-07,2.0048715053141232e-23,2.0048715053141227e-15,9.41681e-13
0.118666,9.42102e-07,2.0057002189522593e-23,2.0057002189522588e-15,9.42102e-13
0.118668,9.42524e-07,2.0065310044753472e-23,2.006531004475347e-15,9.42524e-13
0.11867,9.42947e-07,2.0073638616724685e-23,2.0073638616724684e-15,9.42947e-13
0.118672,9.43368e-07,2.0081924040898007e-23,2.0081924040898004e-15,9.43368e-13
0.118674,9.4379e-07,2.0090230181898907e-23,2.0090230181898903e-15,9.4379e-13
0.118676,9.44213e-07,2.0098557037618487e-23,2.0098557037618484e-15,9.44213e-13
0.118678,9.44636e-07,2.0106883320624054e-23,2.0106883320624053e-15,9.44636e-13
0.11868,9.45058e-07,2.0115187746352733e-23,2.011518774635273e-15,9.450579999999999e-13
0.118682,9.45481e-07,2.012351288477881e-23,2.012351288477881e-15,9.454809999999999e-13
0.118684,9.45904e-07,2.0131837450621992e-23,2.0131837450621987e-15,9.45904e-13
0.118686,9.46327e-07,2.0140161443925988e-23,2.0140161443925986e-15,9.46327e-13
0.118688,9.4675e-07,2.014848486473449e-23,2.014848486473449e-15,9.4675e-13
0.11869,9.47175e-07,2.0156850275131546e-23,2.015685027513154e-15,9.47175e-13
0.118692,9.47598e-07,2.0165172549645828e-23,2.0165172549645825e-15,9.47598e-13
0.118694,9.48022e-07,2.0173515531381628e-23,2.0173515531381625e-15,9.48022e-13
0.118696,9.48447e-07,2.0181879218231315e-23,2.018187921823131e-15,9.48447e-13
0.118698,9.48871e-07,2.0190221051784146e-23,2.019022105178414e-15,9.48871e-13
0.1187,9.49296e-07,2.0198583589104378e-23,2.0198583589104375e-15,9.49296e-13
0.118702,9.4972e-07,2.0206924274649537e-23,2.0206924274649533e-15,9.4972e-13
0.118704,9.50145e-07,2.0215285662615737e-23,2.0215285662615734e-15,9.501449999999999e-13
0.118706,9.50569e-07,2.022362520032848e-23,2.0223625200328477e-15,9.50569e-13
0.118708,9.50995e-07,2.0232006713682915e-23,2.023200671368291e-15,9.509949999999998e-13
0.11871,9.51421e-07,2.0240387650721667e-23,2.0240387650721665e-15,9.51421e-13
0.118712,9.51846e-07,2.024874673835552e-23,2.024874673835552e-15,9.51846e-13
0.118714,9.52272e-07,2.025712652361162e-23,2.025712652361162e-15,9.52272e-13
0.118716,9.52698e-07,2.026550573268394e-23,2.0265505732683936e-15,9.52698e-13
0.118718,9.53124e-07,2.0273884365616448e-23,2.0273884365616447e-15,9.53124e-13
0.11872,9.5355e-07,2.0282262422453103e-23,2.02822624224531e-15,9.5355e-13
0.118722,9.53978e-07,2.029068244233719e-23,2.0290682442337186e-15,9.539779999999998e-13
0.118724,9.54404e-07,2.0299059345680847e-23,2.0299059345680843e-15,9.54404e-13
0.118726,9.5483e-07,2.0307435673060597e-23,2.0307435673060594e-15,9.548299999999999e-13
0.118728,9.55257e-07,2.031583269192037e-23,2.0315832691920364e-15,9.55257e-13
0.11873,9.55685e-07,2.0324250400154638e-23,2.0324250400154635e-15,9.556849999999999e-13
0.118732,9.56112e-07,2.0332646263724042e-23,2.033264626372404e-15,9.56112e-13
0.118734,9.5654e-07,2.0341062815323204e-23,2.0341062815323202e-15,9.565399999999999e-13
0.118736,9.56967e-07,2.034945752377859e-23,2.0349457523778587e-15,9.56967e-13
0.118738,9.57395e-07,2.0357872918919116e-23,2.0357872918919113e-15,9.573949999999999e-13
0.11874,9.57822e-07,2.036626647243675e-23,2.0366266472436746e-15,9.578219999999998e-13
0.118742,9.58252e-07,2.0374723236065664e-23,2.0374723236065663e-15,9.582519999999998e-13
0.118744,9.58679e-07,2.0383115633389386e-23,2.038311563338938e-15,9.586790000000001e-13
0.118746,9.59108e-07,2.0391549975662354e-23,2.039154997566235e-15,9.59108e-13
0.118748,9.59537e-07,2.0399983738158222e-23,2.039998373815822e-15,9.59537e-13
0.11875,9.59966e-07,2.0408416920921215e-23,2.040841692092121e-15,9.59966e-13
0.118752,9.60395e-07,2.0416849523995575e-23,2.041684952399557e-15,9.60395e-13
0.118754,9.60825e-07,2.042530280551393e-23,2.042530280551393e-15,9.60825e-13
0.118756,9.61254e-07,2.0433734248627656e-23,2.0433734248627655e-15,9.61254e-13
0.118758,9.61684e-07,2.0442186368841847e-23,2.044218636884184e-15,9.616839999999999e-13
0.11876,9.62113e-07,2.0450616652171945e-23,2.045061665217194e-15,9.62113e-13
0.118762,9.62544e-07,2.045908886648368e-23,2.045908886648368e-15,9.62544e-13
0.118764,9.62974e-07,2.046753924399996e-23,2.0467539243999956e-15,9.62974e-13
0.118766,9.63404e-07,2.047598904070554e-23,2.0475989040705536e-15,9.63404e-13
0.118768,9.63834e-07,2.0484438256644745e-23,2.048443825664474e-15,9.63834e-13
0.11877,9.64266e-07,2.0492929396584418e-23,2.0492929396584414e-15,9.642659999999998e-13
0.118772,9.64697e-07,2.050139870133786e-23,2.0501398701337855e-15,9.64697e-13
0.118774,9.65128e-07,2.0509867424026487e-23,2.0509867424026483e-15,9.65128e-13
0.118776,9.65558e-07,2.051831431448052e-23,2.051831431448052e-15,9.65558e-13
0.118778,9.6599e-07,2.0526803123386927e-23,2.0526803123386925e-15,9.6599e-13
0.11878,9.66422e-07,2.05352913489305e-23,2.0535291348930496e-15,9.66422e-13
0.118782,9.66855e-07,2.0543800239223178e-23,2.0543800239223175e-15,9.66855e-13
0.118784,9.67285e-07,2.055224480275522e-23,2.0552244802755218e-15,9.67285e-13
0.118786,9.67717e-07,2.0560731279192727e-23,2.0560731279192722e-15,9.67717e-13
0.118788,9.68151e-07,2.056925966428734e-23,2.0569259664287336e-15,9.68151e-13
0.11879,9.68583e-07,2.05777449729687e-23,2.0577744972968698e-15,9.68583e-13
0.118792,9.69015e-07,2.058622969855417e-23,2.0586229698554166e-15,9.69015e-13
0.118794,9.69449e-07,2.059475632863802e-23,2.0594756328638014e-15,9.694490000000001e-13
0.118796,9.69881e-07,2.0603239886734524e-23,2.0603239886734523e-15,9.698809999999999e-13
0.118798,9.70315e-07,2.0611765346557304e-23,2.06117653465573e-15,9.70315e-13
0.1188,9.70748e-07,2.0620268978972105e-23,2.0620268978972103e-15,9.70748e-13
0.118802,9.71182e-07,2.062879326799703e-23,2.0628793267997028e-15,9.71182e-13
0.118804,9.71616e-07,2.0637316971332388e-23,2.0637316971332386e-15,9.71616e-13
0.118806,9.72049e-07,2.0645818849539213e-23,2.064581884953921e-15,9.72049e-13
0.118808,9.72484e-07,2.065436262111312e-23,2.065436262111312e-15,9.72484e-13
0.11881,9.72918e-07,2.0662884567647784e-23,2.066288456764778e-15,9.72918e-13
0.118812,9.73353e-07,2.0671427166010044e-23,2.067142716601004e-15,9.73353e-13
0.118814,9.73787e-07,2.0679947940852535e-23,2.0679947940852533e-15,9.73787e-13
0.118816,9.74222e-07,2.0688489366182038e-23,2.0688489366182037e-15,9.742219999999998e-13
0.118818,9.74657e-07,2.0697030204704803e-23,2.06970302047048e-15,9.74657e-13
0.11882,9.75093e-07,2.0705591690944376e-23,2.0705591690944374e-15,9.75093e-13
0.118822,9.75528e-07,2.0714131355273002e-23,2.0714131355273e-15,9.755279999999998e-13
0.118824,9.75963e-07,2.0722670432929124e-23,2.0722670432929123e-15,9.759630000000001e-13
0.118826,9.764e-07,2.0731251388626424e-23,2.073125138862642e-15,9.764e-13
0.118828,9.76835e-07,2.0739789291642287e-23,2.0739789291642283e-15,9.76835e-13
0.11883,9.77272e-07,2.074836906993004e-23,2.074836906993004e-15,9.772719999999999e-13
0.118832,9.77708e-07,2.0756927028675252e-23,2.0756927028675247e-15,9.77708e-13
0.118834,9.78145e-07,2.076550562901831e-23,2.076550562901831e-15,9.78145e-13
0.118836,9.78582e-07,2.077408364009907e-23,2.077408364009907e-15,9.78582e-13
0.118838,9.79018e-07,2.0782639833915727e-23,2.0782639833915722e-15,9.790179999999999e-13
0.11884,9.79455e-07,2.079121666732116e-23,2.0791216667321155e-15,9.794549999999999e-13
0.118842,9.79892e-07,2.0799792911599006e-23,2.0799792911599005e-15,9.79892e-13
0.118844,9.8033e-07,2.0808389792697505e-23,2.08083897926975e-15,9.8033e-13
0.118846,9.80767e-07,2.0816964858140534e-23,2.0816964858140533e-15,9.80767e-13
0.118848,9.81205e-07,2.0825560559065298e-23,2.0825560559065294e-15,9.81205e-13
0.11885,9.81643e-07,2.0834155669613496e-23,2.0834155669613495e-15,9.81643e-13
0.118852,9.82082e-07,2.0842771412876085e-23,2.084277141287608e-15,9.82082e-13
0.118854,9.8252e-07,2.0851365342091904e-23,2.0851365342091902e-15,9.8252e-13
0.118856,9.82958e-07,2.0859958681066196e-23,2.0859958681066194e-15,9.82958e-13
0.118858,9.83396e-07,2.0868551429843935e-23,2.086855142984393e-15,9.83396e-13
0.11886,9.83836e-07,2.087718602884847e-23,2.0877186028848468e-15,9.838359999999999e-13
0.118862,9.84274e-07,2.0885777595939876e-23,2.0885777595939872e-15,9.842739999999999e-13
0.118864,9.84714e-07,2.0894411010491755e-23,2.0894411010491752e-15,9.84714e-13
0.118866,9.85154e-07,2.090304383217093e-23,2.0903043832170928e-15,9.851539999999998e-13
0.118868,9.85592e-07,2.0911633626356707e-23,2.0911633626356703e-15,9.855919999999998e-13
0.11887,9.86032e-07,2.092026526385402e-23,2.0920265263854015e-15,9.86032e-13
0.118872,9.86473e-07,2.0928917524519198e-23,2.0928917524519194e-15,9.86473e-13
0.118874,9.86913e-07,2.093754797587338e-23,2.0937547975873376e-15,9.86913e-13
0.118876,9.87353e-07,2.0946177834580738e-23,2.0946177834580736e-15,9.87353e-13
0.118878,9.87794e-07,2.0954828314449955e-23,2.0954828314449953e-15,9.877939999999999e-13
0.11888,9.88234e-07,2.096345698728539e-23,2.0963456987285387e-15,9.88234e-13
0.118882,9.88675e-07,2.0972106279945502e-23,2.09721062799455e-15,9.88675e-13
0.118884,9.89116e-07,2.098075497871205e-23,2.0980754978712048e-15,9.89116e-13
0.118886,9.89558e-07,2.0989424294538894e-23,2.098942429453889e-15,9.89558e-13
0.118888,9.89999e-07,2.0998071804940465e-23,2.099807180494046e-15,9.89999e-13
0.11889,9.9044e-07,2.1006718721584258e-23,2.1006718721584255e-15,9.9044e-13
0.118892,9.90881e-07,2.1015365044515525e-23,2.101536504451552e-15,9.908809999999999e-13
0.118894,9.91324e-07,2.1024053189888067e-23,2.1024053189888064e-15,9.91324e-13
0.118896,9.91766e-07,2.103271953144382e-23,2.103271953144382e-15,9.91766e-13
0.118898,9.92208e-07,2.1041385277995922e-23,2.1041385277995918e-15,9.92208e-13
0.1189,9.92651e-07,2.1050071635503617e-23,2.1050071635503616e-15,9.92651e-13
0.118902,9.93094e-07,2.105875739667156e-23,2.1058757396671557e-15,9.930939999999998e-13
0.118904,9.93537e-07,2.106744256154521e-23,2.106744256154521e-15,9.935370000000001e-13
0.118906,9.9398e-07,2.1076127130169969e-23,2.1076127130169964e-15,9.9398e-13
0.118908,9.94423e-07,2.108481110259129e-23,2.1084811102591287e-15,9.944229999999998e-13
0.11891,9.94867e-07,2.1093515681201917e-23,2.1093515681201914e-15,9.948669999999999e-13
0.118912,9.9531e-07,2.1102198460639417e-23,2.1102198460639413e-15,9.953100000000001e-13
0.118914,9.95754e-07,2.111090184493073e-23,2.1110901844930726e-15,9.95754e-13
0.118916,9.96198e-07,2.111960463177405e-23,2.1119604631774047e-15,9.96198e-13
0.118918,9.96641e-07,2.1128285621720143e-23,2.112828562172014e-15,9.966409999999999e-13
0.11892,9.97086e-07,2.1137008413298734e-23,2.113700841329873e-15,9.970859999999999e-13
0.118922,9.97531e-07,2.114573060613978e-23,2.1145730606139777e-15,9.975309999999999e-13
0.118924,9.97976e-07,2.115445220028889e-23,2.1154452200288886e-15,9.979759999999999e-13
0.118926,9.9842e-07,2.116315199914898e-23,2.1163151999148978e-15,9.9842e-13
0.118928,9.98866e-07,2.1171893592693742e-23,2.1171893592693737e-15,9.988659999999999e-13
0.11893,9.9931e-07,2.1180592195823797e-23,2.1180592195823795e-15,9.9931e-13
0.118932,9.99756e-07,2.1189332590878114e-23,2.118933259087811e-15,9.997559999999999e-13
0.118934,1.0002e-06,2.1198029998460366e-23,2.119802999846036e-15,1.0002e-12
0.118936,1.00065e-06,2.120685396752062e-23,2.1206853967520614e-15,1.0006499999999998e-12
0.118938,1.00109e-06,2.121546540742341e-23,2.1215465407423408e-15,1.00109e-12
0.11894,1.00154e-06,2.1224288172656457e-23,2.1224288172656455e-15,1.0015399999999998e-12
0.118942,1.00199e-06,2.123311033248122e-23,2.1233110332481218e-15,1.00199e-12
0.118944,1.00243e-06,2.1241719984666464e-23,2.124171998466646e-15,1.0024299999999998e-12
0.118946,1.00288e-06,2.1250540940938895e-23,2.1250540940938893e-15,1.00288e-12
0.118948,1.00333e-06,2.125936129194098e-23,2.1259361291940976e-15,1.00333e-12
0.11895,1.00377e-06,2.126796915681826e-23,2.1267969156818254e-15,1.00377e-12
0.118952,1.00422e-06,2.1276788304542826e-23,2.1276788304542822e-15,1.00422e-12
0.118954,1.00467e-06,2.1285606847134976e-23,2.1285606847134974e-15,1.0046699999999998e-12
0.118956,1.00512e-06,2.12944247846408e-23,2.1294424784640796e-15,1.00512e-12
0.118958,1.00556e-06,2.1303030264703106e-23,2.1303030264703103e-15,1.0055599999999998e-12
0.11896,1.00601e-06,2.131184699929795e-23,2.1311846999297945e-15,1.00601e-12
0.118962,1.00646e-06,2.1320663128944338e-23,2.1320663128944334e-15,1.00646e-12
0.118964,1.00691e-06,2.1329478653688333e-23,2.132947865368833e-15,1.0069099999999998e-12
0.118966,1.00736e-06,2.1338293573576022e-23,2.133829357357602e-15,1.00736e-12
0.118968,1.00781e-06,2.1347107888653455e-23,2.1347107888653453e-15,1.00781e-12
0.11897,1.00826e-06,2.1355921598966684e-23,2.135592159896668e-15,1.0082599999999998e-12
0.118972,1.0087e-06,2.136452290201491e-23,2.1364522902014907e-15,1.0087e-12
0.118974,1.00915e-06,2.1373335410058808e-23,2.1373335410058806e-15,1.0091499999999998e-12
0.118976,1.0096e-06,2.1382147313476294e-23,2.1382147313476293e-15,1.0096e-12
0.118978,1.01005e-06,2.139095861231341e-23,2.1390958612313404e-15,1.01005e-12
0.11898,1.0105e-06,2.139976930661619e-23,2.1399769306616187e-15,1.0104999999999998e-12
0.118982,1.01095e-06,2.1408579396430665e-23,2.1408579396430663e-15,1.01095e-12
0.118984,1.0114e-06,2.1417388881802864e-23,2.1417388881802862e-15,1.0114e-12
0.118986,1.01185e-06,2.1426197762778825e-23,2.1426197762778822e-15,1.01185e-12
0.118988,1.0123e-06,2.1435006039404553e-23,2.143500603940455e-15,1.0123e-12
0.11899,1.01276e-06,2.1444025450197655e-23,2.144402545019765e-15,1.01276e-12
0.118992,1.01321e-06,2.145283251114328e-23,2.1452832511143278e-15,1.0132099999999999e-12
0.118994,1.01366e-06,2.1461638967877072e-23,2.146163896787707e-15,1.0136600000000001e-12
0.118996,1.01411e-06,2.1470444820445023e-23,2.147044482044502e-15,1.01411e-12
0.118998,1.01456e-06,2.1479250068893148e-23,2.1479250068893147e-15,1.0145599999999999e-12
0.119,1.01501e-06,2.1488054713267434e-23,2.148805471326743e-15,1.0150100000000001e-12
0.119002,1.01546e-06,2.1496858753613865e-23,2.1496858753613862e-15,1.01546e-12
0.119004,1.01592e-06,2.150587387863383e-23,2.1505873878633826e-15,1.01592e-12
0.119006,1.01637e-06,2.1514676703947353e-23,2.151467670394735e-15,1.0163699999999998e-12
0.119008,1.01682e-06,2.1523478925371344e-23,2.152347892537134e-15,1.0168200000000001e-12
0.11901,1.01727e-06,2.1532280542951752e-23,2.153228054295175e-15,1.01727e-12
0.119012,1.01773e-06,2.1541293216931448e-23,2.1541293216931447e-15,1.01773e-12
0.119014,1.01818e-06,2.155009361984891e-23,2.1550093619848908e-15,1.0181799999999998e-12
0.119016,1.01863e-06,2.1558893419061054e-23,2.155889341906105e-15,1.01863e-12
0.119018,1.01909e-06,2.1567904253470606e-23,2.15679042534706e-15,1.01909e-12
0.11902,1.01954e-06,2.1576702838297338e-23,2.1576702838297333e-15,1.01954e-12
0.119022,1.01999e-06,2.158550081955698e-23,2.1585500819556977e-15,1.0199899999999998e-12
0.119024,1.02045e-06,2.1594509814815348e-23,2.1594509814815343e-15,1.0204499999999998e-12
0.119026,1.0209e-06,2.1603306581967066e-23,2.160330658196706e-15,1.0209e-12
0.119028,1.02136e-06,2.1612314348986936e-23,2.1612314348986933e-15,1.02136e-12
0.11903,1.02181e-06,2.16211099022159e-23,2.1621109902215896e-15,1.0218099999999999e-12
0.119032,1.02227e-06,2.163011644118387e-23,2.1630116441183865e-15,1.0222699999999998e-12
0.119034,1.02272e-06,2.1638910780675246e-23,2.1638910780675242e-15,1.0227200000000001e-12
0.119036,1.02318e-06,2.1647916091777872e-23,2.1647916091777868e-15,1.02318e-12
0.119038,1.02363e-06,2.165670921771675e-23,2.1656709217716745e-15,1.02363e-12
0.11904,1.02409e-06,2.166571330114059e-23,2.166571330114059e-15,1.02409e-12
0.119042,1.02454e-06,2.1674505213712066e-23,2.1674505213712064e-15,1.0245399999999998e-12
0.119044,1.025e-06,2.1683508069643607e-23,2.1683508069643604e-15,1.025e-12
0.119046,1.02546e-06,2.1692510308344923e-23,2.169251030834492e-15,1.02546e-12
0.119048,1.02591e-06,2.170130039765844e-23,2.1701300397658436e-15,1.02591e-12
0.11905,1.02637e-06,2.1710301409147497e-23,2.1710301409147494e-15,1.02637e-12
0.119052,1.02682e-06,2.1719090285556523e-23,2.171909028555652e-15,1.0268199999999999e-12
0.119054,1.02728e-06,2.1728090070019738e-23,2.1728090070019737e-15,1.0272799999999998e-12
0.119056,1.02774e-06,2.173708923748683e-23,2.1737089237486826e-15,1.0277399999999998e-12
0.119058,1.0282e-06,2.1746087788004746e-23,2.174608778800474e-15,1.0282e-12
0.11906,1.02865e-06,2.1754874232054177e-23,2.1754874232054174e-15,1.02865e-12
0.119062,1.02911e-06,2.1763871555919685e-23,2.1763871555919683e-15,1.02911e-12
0.119064,1.02957e-06,2.1772868262976487e-23,2.1772868262976483e-15,1.02957e-12
0.119066,1.03003e-06,2.1781864353271507e-23,2.1781864353271503e-15,1.03003e-12
0.119068,1.03049e-06,2.1790859826851674e-23,2.179085982685167e-15,1.03049e-12
0.11907,1.03094e-06,2.179964322971973e-23,2.1799643229719728e-15,1.0309399999999998e-12
0.119072,1.0314e-06,2.1808637477114297e-23,2.1808637477114295e-15,1.0314e-12
0.119074,1.03186e-06,2.1817631107934413e-23,2.181763110793441e-15,1.03186e-12
0.119076,1.03232e-06,2.1826624122226984e-23,2.1826624122226982e-15,1.03232e-12
0.119078,1.03278e-06,2.1835616520038922e-23,2.1835616520038917e-15,1.03278e-12
0.11908,1.03324e-06,2.1844608301417132e-23,2.1844608301417128e-15,1.03324e-12
0.119082,1.0337e-06,2.1853599466408508e-23,2.1853599466408505e-15,1.0337e-12
0.119084,1.03416e-06,2.1862590015059946e-23,2.186259001505994e-15,1.03416e-12
0.119086,1.03462e-06,2.1871579947418335e-23,2.1871579947418332e-15,1.0346199999999999e-12
0.119088,1.03508e-06,2.1880569263530562e-23,2.188056926353056e-15,1.0350799999999999e-12
0.11909,1.03554e-06,2.1889557963443513e-23,2.188955796344351e-15,1.0355399999999998e-12
0.119092,1.036e-06,2.1898546047204058e-23,2.1898546047204054e-15,1.0359999999999998e-12
0.119094,1.03646e-06,2.1907533514859082e-23,2.190753351485908e-15,1.0364599999999998e-12
0.119096,1.03692e-06,2.191652036645545e-23,2.1916520366455446e-15,1.03692e-12
0.119098,1.03738e-06,2.192550660204002e-23,2.1925506602040018e-15,1.03738e-12
0.1191,1.03784e-06,2.193449222165965e-23,2.1934492221659647e-15,1.03784e-12
0.119102,1.0383e-06,2.194347722536122e-23,2.1943477225361214e-15,1.0383000000000001e-12
0.119104,1.03876e-06,2.1952461613191557e-23,2.1952461613191555e-15,1.0387600000000001e-12
0.119106,1.03923e-06,2.1961656711436277e-23,2.1961656711436274e-15,1.0392299999999998e-12
0.119108,1.03969e-06,2.1970639860567796e-23,2.1970639860567793e-15,1.0396899999999998e-12
